magJ,name,radius,spectraltype,magB,magV,temperature,magK,mass,metallicity,magH,planets
,Kepler-876,0.77,,,,5060.0,,0.81,-0.03,,1.0
,Kepler-877,0.81,,,,5261.0,,0.85,-0.06,,1.0
,Kepler-878,0.77,,,,5044.0,,0.81,-0.03,,1.0
,Kepler-879,1.02,,,,5792.0,,1.02,0.05,,1.0
13.389,Kepler-87,1.82,,,,5600,12.981,1.10,-0.17,13.033,2.0
,Kepler-880,1.74,,,,6761.0,,1.46,0.03,,1.0
,Kepler-881,1.09,,,,5961.0,,1.06,0.00,,1.0
,Kepler-882,0.87,,,,5476.0,,0.90,-0.03,,1.0
,Kepler-883,1.09,,,,6116.0,,1.06,-0.13,,1.0
,Kepler-884,0.94,,,,5715.0,,1.00,0.05,,1.0
,Kepler-885,1.35,,,,6187.0,,1.21,0.11,,1.0
,Kepler-886,1.16,,,,6098.0,,1.10,-0.01,,1.0
,Kepler-887,1.29,,,,6194.0,,1.19,0.08,,2.0
,Kepler-888,0.90,,,,5875.0,,0.97,-0.21,,1.0
,Kepler-889,1.25,,,,5961.0,,1.14,0.19,,1.0
,Kepler-890,1.13,,,,5954.0,,1.09,0.09,,1.0
,Kepler-891,1.07,,,,5887.0,,1.06,0.09,,1.0
,Kepler-892,0.72,,,,4747.0,,0.75,-0.04,,1.0
,Kepler-893,0.99,,,,5820.0,,1.00,-0.03,,1.0
,Kepler-894,0.85,,,,5603.0,,0.87,-0.25,,1.0
,Kepler-895,0.61,,,,4315.0,,0.65,-0.16,,1.0
,Kepler-896,0.81,,,,5262.0,,0.84,-0.10,,1.0
,Kepler-897,1.04,,,,5839.0,,1.03,0.04,,1.0
,Kepler-898,0.62,,,,4223.0,,0.65,-0.06,,1.0
,Kepler-899,0.91,,,,5595.0,,0.93,-0.06,,1.0
11.218,Kepler-89,1.52,F,,,6182,10.926,1.28,0.02,10.957,4.0
12.576,Kepler-8,1.45,F,14.3,13.9,6251,12.293,1.13,0.05,12.324,1.0
,Kepler-900,0.73,,,,4836.0,,0.78,-0.01,,1.0
,Kepler-901,0.57,,,,4184.0,,0.59,-0.30,,1.0
,Kepler-902,0.93,,,,5647.0,,0.95,0.00,,1.0
,Kepler-903,0.97,,,,5682.0,,0.98,0.05,,2.0
,Kepler-904,1.25,,,,6160.0,,1.16,0.05,,1.0
,Kepler-905,0.86,,,,5461.0,,0.95,0.09,,1.0
,Kepler-906,1.02,,,,6035.0,,1.06,-0.09,,1.0
,Kepler-907,1.38,,,,6106.0,,1.08,-0.15,,1.0
,Kepler-908,1.12,,,,5973.0,,1.11,0.15,,1.0
,Kepler-909,1.23,,,,6154.0,,1.17,0.08,,1.0
12.790,Kepler-90,1.2,,,,6080,12.482,1.20,-0.12,12.53,8.0
,Kepler-910,1.50,,,,6230.0,,1.26,0.12,,1.0
,Kepler-911,1.99,,,,6112.0,,1.34,0.03,,1.0
,Kepler-912,1.11,,,,5998.0,,1.07,0.02,,1.0
,Kepler-913,0.61,,,,4687.0,,0.63,-0.52,,1.0
,Kepler-914,1.15,,,,5877.0,,1.10,0.22,,1.0
,Kepler-915,1.38,,,,6173.0,,1.21,0.08,,1.0
,Kepler-916,0.81,,,,5248.0,,0.85,-0.05,,1.0
,Kepler-917,0.76,,,,5418.0,,0.80,-0.38,,1.0
,Kepler-918,1.14,,,,6028.0,,1.11,0.06,,1.0
,Kepler-919,1.21,,,,6113.0,,1.15,0.07,,1.0
10.790,Kepler-91,6.30,,,,4550,10.136,1.31,0.11,10.23,2.0
,Kepler-920,0.85,,,,5403.0,,0.89,0.00,,2.0
,Kepler-921,0.91,,,,5663.0,,0.93,-0.12,,1.0
,Kepler-922,0.93,,,,5671.0,,0.95,-0.05,,1.0
,Kepler-923,1.26,,,,5988.0,,1.11,0.07,,1.0
,Kepler-924,1.23,,,,6167.0,,1.14,0.01,,1.0
,Kepler-925,0.72,,,,4673.0,,0.77,0.12,,1.0
,Kepler-926,1.01,,,,5806.0,,1.01,0.03,,1.0
,Kepler-927,0.99,,,,5743.0,,0.99,0.03,,1.0
,Kepler-928,0.70,,,,4700.0,,0.73,-0.11,,1.0
,Kepler-929,1.02,,,,5869.0,,1.01,-0.04,,1.0
,Kepler-930,1.40,,,,6335.0,,1.25,0.04,,1.0
,Kepler-931,0.81,,,,5241.0,,0.86,-0.01,,1.0
,Kepler-932,0.84,,,,5331.0,,0.87,-0.01,,1.0
,Kepler-933,0.84,,,,5346.0,,0.87,-0.02,,1.0
,Kepler-934,0.77,,,,5001.0,,0.81,0.01,,1.0
,Kepler-935,0.73,,,,4830.0,,0.78,-0.01,,1.0
,Kepler-936,0.89,,,,5482.0,,0.92,0.05,,1.0
,Kepler-937,1.22,,,,6095.0,,1.15,0.08,,2.0
,Kepler-938,0.89,,,,5533.0,,0.92,-0.03,,1.0
,Kepler-939,0.85,,,,5471.0,,0.88,-0.12,,1.0
8.771,Kepler-93,0.919,,10.73,10.00,5669,8.370,0.911,-0.18,8.446,2.0
,Kepler-940,0.96,,,,5769.0,,0.97,-0.08,,1.0
,Kepler-941,0.86,,,,5539.0,,0.89,-0.15,,1.0
,Kepler-942,0.75,,,,4861.0,,0.81,0.09,,1.0
,Kepler-944,0.83,,,,5409.0,,0.86,-0.11,,1.0
,Kepler-945,0.97,,,,5718.0,,0.97,-0.01,,1.0
,Kepler-946,0.93,,,,5665.0,,0.94,-0.09,,1.0
,Kepler-947,0.87,,,,5508.0,,0.90,-0.07,,1.0
,Kepler-948,0.94,,,,5679.0,,0.96,-0.02,,1.0
,Kepler-949,0.86,,,,5403.0,,0.89,0.01,,1.0
11.181,Kepler-94,0.76,,,,4781,10.594,0.81,0.34,10.681,2.0
,Kepler-950,1.02,,,,5857.0,,1.02,0.02,,1.0
,Kepler-951,0.73,,,,4834.0,,0.77,-0.01,,1.0
,Kepler-952,0.99,,,,5730.0,,1.00,0.06,,1.0
10.770,Kepler-953,0.9900,,,,5416.000,10.295,0.950,0.260,10.395,2.0
,Kepler-954,0.76,,,,4990.0,,0.82,0.02,,1.0
,Kepler-955,0.84,,,,5350.0,,0.89,0.02,,1.0
,Kepler-956,1.15,,,,6040.0,,1.10,0.02,,1.0
,Kepler-957,0.75,,,,4963.0,,0.81,-0.01,,1.0
,Kepler-958,0.86,,,,5421.0,,0.91,0.01,,1.0
,Kepler-959,2.01,,,,7005.0,,1.60,0.02,,1.0
11.210,Kepler-95,1.41,,,,5699,10.801,1.08,0.30,10.867,1.0
,Kepler-960,0.72,,,,4755.0,,0.77,0.02,,1.0
,Kepler-961,0.90,,,,5582.0,,0.96,0.05,,1.0
,Kepler-962,0.86,,,,5478.0,,0.93,0.01,,1.0
,Kepler-963,0.87,,,,5461.0,,0.91,-0.02,,1.0
,Kepler-964,0.84,,,,5427.0,,0.93,0.03,,1.0
,Kepler-965,1.15,,,,5886.0,,1.05,0.03,,1.0
,Kepler-966,1.02,,,,5840.0,,1.02,0.04,,1.0
,Kepler-967,0.80,,,,5178.0,,0.84,-0.03,,2.0
,Kepler-968,0.70,,,,4598.0,,0.76,0.13,,2.0
,Kepler-969,0.82,,,,5214.0,,0.92,0.22,,2.0
9.260,Kepler-96,1.02,,11.25,10.57,5690,8.868,1.00,0.04,8.928,1.0
,Kepler-970,0.67,,,,4511.0,,0.70,-0.08,,1.0
,Kepler-971,0.85,,,,5431.0,,0.88,-0.06,,1.0
,Kepler-972,1.22,,,,6146.0,,1.15,0.04,,1.0
,Kepler-973,0.78,,,,5213.0,,0.86,-0.06,,1.0
,Kepler-975,0.75,,,,4897.0,,0.80,0.07,,1.0
,Kepler-976,0.83,,,,5232.0,,0.87,0.07,,1.0
,Kepler-977,0.83,,,,5315.0,,0.87,-0.01,,1.0
,Kepler-978,1.09,,,,6002.0,,1.07,-0.01,,1.0
,Kepler-979,0.83,,,,5310.0,,0.87,-0.02,,1.0
11.744,Kepler-97,0.98,,,,5779,11.345,0.94,-0.20,11.408,2.0
,Kepler-980,1.06,,,,5935.0,,1.05,0.01,,1.0
,Kepler-981,0.96,,,,5718.0,,0.98,0.01,,1.0
,Kepler-982,1.29,,,,6139.0,,1.16,0.05,,1.0
,Kepler-983,1.08,,,,6052.0,,1.13,0.12,,1.0
,Kepler-984,0.93,,,,5610.0,,0.96,0.04,,1.0
,Kepler-985,0.85,,,,5434.0,,0.91,0.00,,1.0
,Kepler-986,0.98,,,,5642.0,,0.96,0.04,,1.0
,Kepler-987,0.91,,,,5637.0,,0.97,0.01,,1.0
,Kepler-988,0.53,,,,4005.0,,0.55,-0.32,,1.0
,Kepler-989,0.78,,,,5074.0,,0.82,0.01,,1.0
11.672,Kepler-98,1.11,,,,5539,11.253,0.99,0.18,11.316,1.0
,Kepler-990,1.08,,,,5948.0,,1.05,0.01,,2.0
,Kepler-991,0.61,,,,4392.0,,0.64,-0.25,,1.0
,Kepler-992,0.74,,,,4944.0,,0.80,-0.04,,1.0
,Kepler-993,0.54,,,,3843.0,,0.57,0.03,,1.0
,Kepler-994,0.54,,,,3934.0,,0.56,-0.13,,1.0
,Kepler-995,0.80,,,,5206.0,,0.83,-0.07,,1.0
,Kepler-996,1.14,,,,6014.0,,1.09,0.03,,1.0
,Kepler-997,1.56,,,,6150.0,,1.22,0.05,,1.0
,Kepler-998,1.18,,,,6058.0,,1.12,0.07,,1.0
,Kepler-999,1.65,,,,6237.0,,1.29,0.05,,1.0
11.368,Kepler-99,0.73,,,,4782,10.757,0.79,0.18,10.852,1.0
12.710,Kepler-9,1.02,G2,,13.9,5777,12.337,1.07,0.12,12.391,3.0
16.363,KIC 10001893,0.24,sdB,,,27500,,0.47,,,3.0
,KIC 10024862,1.11,,,,6616.0,,1.07,0.07,,1.0
14.143,KIC 10525077,1.01,,,,6091,13.754,1.01,-0.04,13.869,2.0
10.65,KIC 10905746,0.548,,,13,,,0.578,-0.23,,1.0
14.021,KIC 12557548,0.660,,,,4550,13.319,0.666,-0.180,13.433,1.0
13.093,KIC 3558849,1.005,,,,6175,12.767,0.98,-0.42,12.819,2.0
,KIC 5095269(AB),,F7V/M,,,,,,,,1.0
12.667,KIC 5437945,1.24,,,,6340,12.367,1.07,-0.38,12.430,2.0
11.640,KIC 5951458,1.52,,,,6258,11.324,0.98,-0.50,11.382,1.0
14.467,KIC 6185331,0.91,,17.0,15.64,5612.0,13.97,0.93,-0.07,14.10,1.0
,KIC 7177553 Aa,0.940,G2V,,12.9,5800,,1.043,0.00,,0.0
,KIC 7177553 Ab,0.941,G2V,,13.2,5740,,0.986,-0.10,,0.0
,KIC 7177553 Ba,,G2V,,13.1,5600,,1.040,-0.12,,0.0
,KIC 7177553 Bb,,G2V,,13.2,5600,,1.000,-0.12,,0.0
,KIC 7917485,,A,,,7067.0,,1.63,-0.02,,1.0
,KIC 8012732,1.22,,,,6221.0,,0.92,0.2,,1.0
10.184,KIC 8435766,0.74,G,12.87,11.72,5121,9.586,0.83,-0.08,9.675,1.0
13.260,KIC 8540376,1.26,,,,6474,12.966,1.035,-0.16,13.014,2.0
,KIC 9413313,1.45,,,,5359.0,,0.95,0.02,,1.0
,KIC 9632895 A,0.833,,,,5527,,0.934,0.0,,0.0
,KIC 9632895 B,0.2143,,,,3309,,0.1938,,,0.0
12.823,KIC 9663113,1.03,,,,6065,12.502,0.975,-0.28,12.546,2.0
14.091,KOI-1194,0.643,,,,4523,13.378,0.674,,13.434,3.0
,KOI-1257 A,1.13,G5V,,,5520,,0.99,0.27,,1.0
,KOI-1257 B,0.68,K6V/K7V,,,4270,,0.7,,,0.0
,KOI-1299 A,4.160,K,,,4850,12.183,1.353,-0.07,,2.0
,KOI-1299 B,,,,,3660,,0.52,,,0.0
10.461,KOI-12,1.63,,,,6820,10.234,1.452,0.09,10.287,1.0
12.858,KOI-135,1.38,F8V,13.8,,6050,12.55,1.27,0.40,12.605,1.0
11.882,KOI-142,0.961,B,,,5513,11.454,1.022,0.37,11.517,2.0
12.088,KOI-1474,1.75,,,,6370,11.859,1.39,0.14,11.899,2.0
7.784,KOI-1612,1.23,,9.34,8.83,6104,7.486,1.08,-0.20,7.539,1.0
10.641,KOI-1781,0.75,,,,4906.0,10.062,0.81,0.05,10.161,3.0
13.142,KOI-183,0.95,G4V,,,5560,12.78,0.85,-0.10,12.847,1.0
12.0,KOI-1843,0.50,,,,3687.0,11.056,0.52,0.07,11.279,3.0
12.874,KOI-1860,1.075,,,,,12.510,0.999,,12.576,4.0
14.46,KOI-1873,0.9700,,,,6134.00,14.19,0.98,,14.19,2.0
13.376,KOI-188,0.86,K1V,16.047,14.97,5170,12.806,0.93,0.24,12.931,1.0
11.700,KOI-1894,3.39,,,,4972.0,11.060,1.11,-0.04,11.155,1.0
13.161,KOI-192,1.35,G2V,15.13,14.42,5800,12.777,0.96,-0.19,12.814,1.0
13.624,KOI-195,0.92,G1V,15.736,15.073,5725,13.21,0.91,-0.21,13.23,1.0
12.746,KOI-201,1.05,,,,5649,12.354,1.07,0.48,12.426,1.0
13.201,KOI-206,2.26,,15.08,14.35,6360,12.826,1.46,-0.01,12.948,1.0
14.426,KOI-2113,0.806,,,,5376,13.922,0.897,,13.958,2.0
10.672,KOI-2672,1.04,,12.44,12.26,5565,10.285,0.95,,10.356,2.0
13.578,KOI-2700,0.574,,,,4433,12.840,0.632,-0.2,12.993,1.0
10.747,KOI-285,1.719,,12.50,11.67,5883,10.403,1.209,,10.470,3.0
,KOI-2939 A,1.7903,F,,,6210,,1.2207,-0.14,,0.0
,KOI-2939 B,0.9663,G,,,5770,,0.9678,,,0.0
14.59,KOI-2939 C,,,,,,13.86,,,13.97,0.0
10.293,KOI-314,0.442,M1V,,,3841,9.506,0.521,-0.280,9.680,3.0
12.087,KOI-341,0.946,,,,5523,11.698,0.892,,11.750,2.0
13.384,KOI-3680,0.91,,,,5926,13.101,1.00,-0.12,13.041,1.0
10.953,KOI-3681,2.27,,,,6382,10.688,1.09,-0.84,10.728,2.0
11.109,KOI-368,2.5,,11.30,11.02,9257.00,11.081,2.3,0.4,11.089,1.0
10.913,KOI-370,1.98,,,,6022.00,10.628,1.419,,10.693,2.0
11.294,KOI-372,1.122,G2V,,,5820,10.915,1.014,-0.01,10.964,2.0
13.236,KOI-423,1.25,F7V,14.9,14.3,6350,12.918,1.26,0.10,12.999,1.0
13.536,KOI-428,2.13,F5IV,15.11,14.76,,13.27,1.48,0.1,13.294,1.0
13.339,KOI-4427,0.505,,,,3813,12.499,0.526,-0.07,12.684,1.0
13.858,KOI-523,0.98,,,,6197.00,13.42,0.93,,13.57,2.0
15.36,KOI-55,0.203,sdB,14.71,14.87,27730.0,15.494,0.496,,15.59,2.0
12.593,KOI-680,3.21,,14.00,13.91,6161,12.291,1.538,-0.18,12.345,1.0
14.00,KOI-806,0.95,G,16.50,,5498.0,13.58,0.99,0.18,13.62,3.0
13.767,KOI-830,0.80,K1V,16.584,15.405,5150,13.23,0.87,0.09,13.295,1.0
10.983,KOI-89,2.04,,11.95,11.731,7070.0,10.851,1.59,-0.06,10.876,2.0
,Lalande 21185,0.393,M1.5V,8.960,7.520,3828.0,,0.46,,,1.0
9.612,LHS 1140,0.186,M4.5,15.881,14.150,3131,8.821,0.146,-0.24,9.092,1.0
9.424,LkCa 15,,K5:Ve,13.01,12.03,4350,8.163,0.97,,8.600,3.0
15.80,Lupus-TR 3,0.82,K1V,18.68,17.40,5000,15.48,0.87,0.02,15.39,1.0
20.73,MOA-2007-BLG-192L,,M,,,,19.16,0.084,,19.94,1.0
,MOA-2007-BLG-400L,,,,,,,0.30,,,1.0
,MOA-2008-BLG-310L,,,,,,,0.21,,,1.0
,MOA-2008-BLG-379L,,,,,,,0.56,,,1.0
,MOA-2009-BLG-266L,,,,,,,0.56,,,1.0
,MOA-2009-BLG-319L,,K/M,,,,,0.38,,,1.0
,MOA-2009-BLG-387L,,,,,,,0.19,,,1.0
,MOA-2010-BLG-073L,,M,,,,,0.16,,,1.0
,MOA-2010-BLG-117L,,,,24.3,,18.3,0.58,,,1.0
,MOA-2010-BLG-311L,,,,,,,,,,1.0
,MOA-2010-BLG-328L,,,,,,,0.11,,,1.0
,MOA-2010-BLG-353L,,,,,,,0.16,,,1.0
,MOA-2010-BLG-477L,,,,,,,0.67,,,1.0
,MOA-2011-BLG-028L,,,,,,,0.75,,,1.0
,MOA-2011-BLG-262L,,,,,,,0.12,,,1.0
,MOA-2011-BLG-293L,0.82,G,,,5180,,0.86,,,1.0
,MOA-2011-BLG-322L,,,,,,,0.39,,,1.0
,MOA-2012-BLG-006L,,,,,,,0.49,,,1.0
,MOA-2013-BLG-220L,,,,,,,0.25,,,1.0
,MOA-2013-BLG-605L,,,,,,,0.19,,,1.0
,MOA-2016-BLG-227L,,,,,,,0.29,,,1.0
,MOA-bin-1L,,,,,,,0.75,,,1.0
4.16,mu Arae,1.245,G3 IV-V,5.85,5.15,5700.0,3.68,1.08,0.28,3.72,4.0
1.93,mu Leo,11.4,K2III,5.10,3.88,4538.2,1.22,1.5,0.36,1.327,1.0
7.940,NGC 2423 3,,G5IV-V/K2III,11.31,10.04,,7.151,2.4,0.14,7.37,1.0
,NGC 4349 No 127,,,12.85,10.82,,,3.9,-0.12,,1.0
12.702,NGTS-1,0.573,,16.912,15.524,3916,11.936,0.617,,12.058,1.0
16.91,NN Ser A,,DAO1,16.0,16.6,57000,16.17,0.535,,16.25,0.0
,NN Ser B,,M4,,,,,0.111,,,0.0
,NSVS 14256825 A,0.190,,,,,,0.419,,,0.0
,NSVS 14256825 B,0.151,,,,,,0.109,,,0.0
,nu Oct A,5.81,K0III,,3.743,4860,,1.61,0.18,,1.0
,nu Oct B,,,,,,,0.58522,,,0.0
1.732,nu Oph,15.1,K0III,4.31,3.33,4928,1.225,3.04,0.13,1.289,2.0
14.59,NY Virginis A,,sdB,13.6,13.3,33000,14.63,0.46,,14.65,0.0
,NY Virginis B,,M5,,,3000,,0.14,,,0.0
,OGLE-2003-BLG-235L,,K,,,,,0.63,,,1.0
,OGLE-2005-BLG-071L,,,,,,,0.46,,,1.0
,OGLE-2005-BLG-169L,,K,,22.783,,,0.69,,,1.0
,OGLE-2005-BLG-390L,,M,,,,,0.22,,,1.0
,OGLE-2006-BLG-109L,,,,,,,0.51,,17.17,2.0
,OGLE-2007-BLG-349L A,,,,,,,0.41,,,0.0
,OGLE-2007-BLG-349L B,,,,,,,0.30,,,0.0
,OGLE-2007-BLG-368L,,,,,,,0.64,,,1.0
,OGLE-2008-BLG-092L A,,,,,,,0.71,,,1.0
,OGLE-2008-BLG-092L B,,,,,,,0.15,,,0.0
,OGLE-2008-BLG-355L,,,,,,,0.37,,,1.0
,OGLE-2011-BLG-0251L,,M,,,,,0.26,,,1.0
,OGLE-2011-BLG-0265L,,M3-M4,,,,,0.211,,,1.0
,OGLE-2012-BLG-0026L,,,,20.66,,,1.06,,16.36,2.0
,OGLE-2012-BLG-0358L,,,,,,,0.022,,,1.0
,OGLE-2012-BLG-0406L,,,,,,,0.44,,,1.0
,OGLE-2015-BLG-0563L,,,,,,,0.34,,,1.0
,OGLE-2012-BLG-0724L,,M,,,,,0.29,,,1.0
,OGLE-2012-BLG-0950L,,,,,,,0.56,,17.52,1.0
,OGLE-2013-BLG-0102L A,,,,,,,0.096,,,1.0
,OGLE-2013-BLG-0132L,,,,,,,0.54,,,1.0
,OGLE-2013-BLG-0341L A,,,,,,,0.1209,,,0.0
,OGLE-2013-BLG-0341L B,,,,,,,0.1127,,,1.0
,OGLE-2013-BLG-0723L A,,,,,,,0.097,,,0.0
,OGLE-2013-BLG-0723L B,,,,,,,0.031,,,1.0
,OGLE-2013-BLG-1721L,,,,,,,0.46,,,1.0
,OGLE-2013-BLG-1761L,,M/K,,,,,0.33,,,1.0
,OGLE-2014-BLG-0124L,,,,,,,0.71,,,1.0
,OGLE-2014-BLG-0676L,,,,,,,0.62,,,1.0
,OGLE-2014-BLG-1722L,,,,,,,0.40,,,2.0
,OGLE-2014-BLG-1760L,,,,,,,0.51,,20.80,1.0
,OGLE-2015-BLG-0051L,,,,,,,0.10,,,1.0
,OGLE-2015-BLG-0954L,,,,,,,0.30,,,1.0
,OGLE-2015-BLG-0966L,,,,,,,0.38,,,1.0
,OGLE-2016-BLG-0263L,,,,,,,0.13,,,1.0
,OGLE-2016-BLG-0613L A,,,,,,,0.72,,,0.0
,OGLE-2016-BLG-0613L B,,,,,,,0.28,,,0.0
,OGLE-2016-BLG-1190L,,,,,,,0.88,,,1.0
,OGLE-2016-BLG-1195L,,,,,,,0.078,,,1.0
,OGLE-2017-BLG-0173L,,,,,,,0.396,,,1.0
,OGLE-2017-BLG-0373L,,,,,,,0.248,,,1.0
,OGLE-2017-BLG-0482L,,,,,,,0.20,,,1.0
,OGLE-2017-BLG-1140L,,,,,,,0.21,,,1.0
,OGLE-2017-BLG-1434L,,,,,,,0.234,,,1.0
,OGLE-2017-BLG-1522L,,,,,,,0.045,,,1.0
13.51,OGLE2-TR-L9,1.53,F3,,,6933.0,13.12,1.52,-0.05,13.25,1.0
13.962,OGLE-TR-10,1.52,G2V,,15.780,6075.0,12.856,1.277,0.28,13.314,1.0
14.7,OGLE-TR-111,0.831,G,,16.96,5070.0,14.14,0.82,0.12,14.22,1.0
,OGLE-TR-113,0.774,K,,16.08,4790,13.0,0.779,0.09,,1.0
15.252,OGLE-TR-132,1.35,F,,,6210.0,14.990,1.19,0.37,14.861,1.0
15.45,OGLE-TR-182,1.14,,,16.84,5924.0,14.74,1.14,0.37,14.90,1.0
,OGLE-TR-211,1.64,,15.3,,6325.0,13.38,1.33,0.11,13.42,1.0
,OGLE-TR-56,1.32,G,,16.6,5940.0,,1.17,,,1.0
3.461,Omega Serpentis,12.30,G8III,6.239,5.230,4770,2.838,2.17,-0.24,2.955,1.0
3.651,omi CrB,10.5,K0 III,6.53,5.51,4749,3.13,2.13,-0.29,3.169,1.0
1.87,omi UMa,14.1,G4 II-III,4.27,3.35,5242,1.34,3.09,-0.09,1.40,1.0
,Oph 11 A,,M7.25,,,2838,,0.051,,,1.0
,PH-1 Aa,1.759,F,,,,,1.384,,,0.0
,PH-1 Ab,0.422,M,,,,,0.386,,,0.0
,PH-1 Ba,,G2,,,,,0.99,,,0.0
,PH-1 Bb,,M2,,,,,0.51,,,0.0
,PH-2,1.00,,,,5629,,0.94,-0.08,,1.0
15.17,POTS-1,0.588,K5V,19.54,17.94,4400,14.24,0.695,-0.03,14.38,1.0
9.463,Pr0201,1.167,F7.5,11.109,10.445,6174,9.142,1.234,0.187,9.227,1.0
10.660,Pr0211,0.827,G9.3,13.02,12.15,5300,10.173,0.935,0.18,10.242,2.0
3.803,Psi-1 Draconis A,,F5IV-V,5.00,4.56,6546,3.502,1.430,-0.10,3.648,0.0
,Psi-1 Draconis C,,K/M,,,,,0.526,,,0.0
5.00,Psi-1 Draconis B,,G0V,6.261,5.699,6213,4.53,1.19,0.00,4.59,1.0
,PSR 1257+12,0.000014,Pulsar,,,,,1.4,,,3.0
,PSR B1620-26,0.000014,Pulsar,,24,,,1.35,,,0.0
,WD J1623-266,,D,,,,,0.34,,,0.0
,PSR J1719-1438,0.000014,Pulsar,,,,,1.4,,,1.0
12.232,PTFO 8-8695,1.07,M3,17.4,16.26,3470,11.357,0.34,,11.559,2.0
10.999,Qatar-1,0.80,K,13.90,12.84,4910,10.409,0.85,0.2,10.527,1.0
11.350,Qatar-2,0.713,K,14.0,13.3,4645.0,10.619,0.74,,10.794,1.0
,Qatar-3,1.272,,13.13,12.88,6007.0,,1.145,-0.041,,1.0
,Qatar-4,1.115,,14.69,13.60,5219.0,,0.954,0.166,,1.0
,Qatar-5,1.076,,13.00,12.82,5747.0,,1.128,0.377,,1.0
4.09,Rho Coronae Borealis,1.3617,G0V,6.01,5.41,5627,3.89,0.889,-0.31,3.99,2.0
6.505,Ross 128,0.1967,M4V,12.905,11.153,3192,5.654,0.168,,5.945,1.0
,Ross 458 A,,M0.5V,11.233,9.76,,5.578,0.6,,,0.0
,Ross 458 B,,M7V,,,,9.9,0.075,,,0.0
11.02,ROXs 12,,M0,,,3850,9.21,0.87,,9.93,1.0
,ROXs 42 B A,,M0,,,3850,9.0,0.89,,,0.0
,ROXs 42 B B,,,,,,10.1,0.36,,,0.0
10.720,RR Cae A,0.015,DAZ8+dM,14.92,14.4,7540,9.852,0.622,,10.148,0.0
,RR Cae B,0.203,M4,,,3100,,0.182,,,0.0
7.542,SAND364,21.8,K3III,11.2,9.782,4284,6.69,1.35,-0.02,6.915,1.0
7.325,SAND978,,K4III,11.064,9.603,4200,6.494,1.37,0,6.683,1.0
,SR 12 A,2.7,K4-M2.5,,,5150.0,,0.3,,,0.0
,SR 12 B,3.8,,,,2500,,,,,0.0
,Sun,1,G2V,,,5778,,1,0.00000001,,9.0
,SWEEPS-11,1.45,,,,,,1.1,,,1.0
,SWEEPS-4,1.18,,,18.8,,,1.24,,,1.0
,TAP 26,1.36,K7,13.41,12.412,,,1.04,,,1.0
3.62,tau Boo A,1.42,F7 V,4.98,4.5,6399,3.36,1.39,0.26,3.55,1.0
,tau Boo B,,M2,,11.1,,,0.40,,,0.0
2.15,tau Ceti,0.793,G8.5 V,4.22,3.50,5344,1.794,0.783,-0.55,1.800,7.0
2.377,tau Gem A,26.8,K2III,5.685,4.41,4388,1.681,2.3,0.14,1.821,1.0
,tau Gem B,,K0V,,11.0,,,0.8,,,0.0
,TCP J05074264+2447555L,,,,,,,0.25,,,1.0
11.35,TRAPPIST-1,0.121,M8 V,,18.798,2516,10.30,0.089,0.04,10.72,7.0
10.294,TrES-1,0.85,K0V,12.35,11.42,5250,9.819,0.88,0.001,9.887,1.0
10.232,TrES-2 A,1.003,G0,11.85,11.25,5850,9.846,0.983,0.001,9.920,1.0
13.128,TrES-2 B,,,,,3669,12.268,0.509,,12.3715,0.0
11.015,TrES-3,0.85,K0V,13.114,12.402,5720,10.608,0.88,0.001,10.655,1.0
10.583,TrES-4 A,1.81,F8,12.112,11.592,6295,10.330,1.45,0.28,10.350,1.0
14.111,TrES-4 B,,K,,,3985,13.631,0.626,,13.527,0.0
12.111,TrES-5,0.85,K0V,14.45,13.58,5171,11.591,0.88,0.20,11.673,1.0
8.347,TYC 1422-614-1,6.85,K2,11.26,10.21,4806,7.728,1.15,0.15,7.850,2.0
7.734,TYC 3667-1280-1,6.26,,10.86,9.86,5130,7.100,1.87,-0.08,7.246,1.0
8.240,TYC 9486-927-1,,M2.0,13.31,11.821,,7.340,0.4,,7.563,1.0
,UKIRT-2017-BLG-001L,,,,,,,0.81,,,1.0
3.17,Upsilon Andromedae A,1.631,F8 V,4.63,4.09,6212.0,2.86,1.27,0.09,2.96,4.0
,Upsilon Andromedae B,,,,,,,0.19,,,0.0
,UScoCTIO 108,,M7,,,2700,,0.057,,,1.0
,UZ For (AB),,Catac. var.,,18.2,5700.0,,0.84,,,1.0
15.17,V391 Peg,0.23,sdBV,14.41,14.61,29300,15.38,0.5,,15.16,1.0
9.325,V830 Tau,2.0,M0–1,13.91,12.08,4250,8.422,1.00,,8.613,1.0
11.76,VHS 1256-1257 A,,M7.5,,,,10.79,,,11.21,0.0
11.78,VHS 1256-1257 B,,M7.5,,,,10.81,,,11.24,0.0
9.928,WASP-100,2,F2,11.07,10.8,6900,9.669,1.57,-0.03,9.715,1.0
9.334,WASP-101,1.29,F6,10.78,10.3,6400,9.075,1.34,0.2,9.124,1.0
,WASP-102,1.331,G0,,,5940.0,,1.167,0.09,,1.0
11.100,WASP-103,1.436,F8V,,12.1,6110,10.767,1.220,0.06,10.86,1.0
10.36,WASP-104,0.963,G8,12.3,11.12,5475,9.882,1.076,0.32,9.979,1.0
,WASP-105,0.9,K2,,,5070.0,,0.89,0.28,,1.0
