period,name,eccentricity,description,discoverymethod,periastrontime,lastupdate,semimajoraxis,mass,periastron,list,discoveryyear
2.211099,Kepler-55 d,,"Kepler-55 d has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-55 d are still unknown, the object is highly unlikely to be a false positive.",transit,,14/02/26,,,,Confirmed planets,2014
27.953314,Kepler-55 b,,"Kepler-55 b has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-55 b are still unknown, the object is highly unlikely to be a false positive.",transit,,14/02/26,,,,Confirmed planets,2014
42.142596,Kepler-55 c,,"Kepler-55 c has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-55 c are still unknown, the object is highly unlikely to be a false positive.",transit,,14/02/26,,,,Confirmed planets,2014
4.617534,Kepler-55 e,,"Kepler-55 e has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-55 e are still unknown, the object is highly unlikely to be a false positive.",transit,,14/02/26,,,,Confirmed planets,2014
10.198545,Kepler-55 f,,"Kepler-55 f has been discovered by the Kepler spacecraft and was originally classified as a planet candidate. A new statistical analysis led by a team at NASA Ames Research Center has validated the planet with more than 99 percent confidence. Although many parameters of Kepler-55 f are still unknown, the object is highly unlikely to be a false positive.",transit,,14/02/26,,,,Confirmed planets,2014
18.477644490,Kepler-560 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
58.362049500,Kepler-561 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
5.350161980,Kepler-561 c,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
18.009314440,Kepler-562 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
22.184327080,Kepler-563 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
3.750832280,Kepler-564 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
4.243747230,Kepler-565 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
18.427946240,Kepler-566 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
16.542973750,Kepler-567 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
11.023474750,Kepler-568 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
34.188905210,Kepler-569 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
10.51057,Kepler-56 b,,"This planet candidate was discovered by the Kepler spacecraft. It transits its host star every 10.50 days for 13.5401 hours. Periodic transit timing variations confirm its planetary nature. The orbit is inclined relative to the stellar equator, which is tilted by 47 ± 6 degrees to the line of sight.",transit,,15/04/14,0.1028,0.0695,,Confirmed planets,2012
21.40239,Kepler-56 c,,"This planet candidate was discovered by the Kepler spacecraft. It transits its host star every 21.41 days for 11.0797 hours. Periodic transit timing variations confirm its planetary nature. The orbit is inclined relative to the stellar equator, which is tilted by 47 ± 6 degrees to the line of sight.",transit,,15/04/14,0.1652,0.569,,Confirmed planets,2012
,Kepler-56 d,0.4,"A linear trend in the radial velocity measurements indicate a third object orbiting Kepler-56, which has tilted the orbits of the inner planets with respect to the stellar equator. So far it has not been possible to confirm the nature of this object from the observations of the system, but it may be a giant planet in a 2 AU orbit.",RV,,15/04/14,2.0,3.3,,Controversial,2012
4.301662000,Kepler-570 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
4.798599390,Kepler-571 b,,"This planet was discovered by the NASA Kepler spacecraft and is part of the May 10th 2016 data release. Although not many details are known about this particular system yet, it has a very low probability of being a false positive.",transit,,16/05/10,,,,Confirmed planets,2016
