declination,distance,name,rightascension,binaries,planets,stars
-61 08 46,900,OGLE2-TR-L9,11 07 55,0.0,1.0,1.0
-29 52 34,1500,OGLE-TR-10,17 51 28,0.0,1.0,1.0
-61 24 20,1500,OGLE-TR-111,10 53 18,0.0,1.0,1.0
-61 26 48.5,1500,OGLE-TR-113,10 52 24.40,0.0,1.0,1.0
-61 57 25,1500,OGLE-TR-132,10 50 34,0.0,1.0,1.0
-61 05 43,,OGLE-TR-182,11 09 19,0.0,1.0,1.0
-62 27 20,,OGLE-TR-211,10 40 15,0.0,1.0,1.0
-29 32 21,1500,OGLE-TR-56,17 56 35,0.0,1.0,1.0
+02 11 47.44,83.8,Omega Serpentis,15 50 17.55,0.0,1.0,1.0
+29 36 58.3488,82.8,omi CrB,15 20 08.55879,0.0,1.0,1.0
+60 43 05.4115,54.91,omi UMa,08 30 15.87064,0.0,1.0,1.0
-24 05 14,145,Oph 11,16 22 25,0.0,1.0,1.0
-41 23 53,113.39,PDS 70,14 08 10,0.0,2.0,1.0
+39 57 18,1500,PH-1,19 52 51,3.0,1.0,4.0
+51 57 45.36,369.8,PH-2,19 19 03,0.0,1.0,1.0
-66 34 52.02,1200,POTS-1,13 34 26.130,0.0,1.0,1.0
+20 13 36.755,178,Pr0201,08 41 43.8157,0.0,1.0,1.0
+19 16 37.36,177,Pr0211,08 42 11.492,0.0,2.0,1.0
+72 08 55.8481,22.93,Psi-1 Draconis,17 41 56.35536,2.0,1.0,3.0
+22 51 36,24.6,PSO J318.5-22,21 14 08,0.0,1.0,0.0
+12 40 56.4721,710,PSR 1257+12,13 00 03.5767,0.0,3.0,1.0
+54 34 43,504.93,PSR B0329+54,03 32 59,0.0,1.0,1.0
-26 31 53.769,1800,PSR B1620-26,16 23 38.2218,1.0,1.0,2.0
-14 38 00.96,1200,PSR J1719-1438,17 19 10.0730,0.0,1.0,1.0
+01 34 24.33,330,PTFO 8-8695,05 25 07.557,0.0,2.0,1.0
+69 34 15,539.00,Qatar-10,18 57 47,0.0,1.0,1.0
+65 09 43,186.6,Qatar-1,20 13 32,0.0,1.0,1.0
-06 48 14,182.3,Qatar-2,13 50 37,0.0,1.0,1.0
+36 12 46.7,751.0,Qatar-3,23 56 36.48,0.0,1.0,1.0
+44 01 39.5,332.2,Qatar-4,00 19 26.23,0.0,1.0,1.0
+52 03 40.0,371.4,Qatar-5,00 28 12.95,0.0,1.0,1.0
+22 09 09,101.14,Qatar-6,14 48 50,0.0,1.0,1.0
+37 01 19,725.00,Qatar-7,23 54 04,0.0,1.0,1.0
+70 31 38,276.70,Qatar-8,10 29 39,0.0,1.0,1.0
+60 57 51,211.40,Qatar-9,10 42 60,0.0,1.0,1.0
+33 18 12.63,17.24,Rho Coronae Borealis,16 01 02.662,0.0,2.0,1.0
+00 48 16.395,3.3807,Ross 128,11 47 44.3974,0.0,1.0,1.0
+12 22 33,114,Ross 458,13 00 47,1.0,1.0,2.0
-25 27 24,137.2,ROXs 12,16 26 28,0.0,1.0,1.0
-24 32 24,120,ROXs 42 B,16 31 15,1.0,1.0,2.0
-48 39 07,,RR Cae,04 21 06,1.0,1.0,2.0
+11 41 32.989,843,SAND364,08 49 56.5208,0.0,1.0,1.0
+11 45 22.693,843,SAND978,08 51 17.4834,0.0,1.0,1.0
+01 16 13,19.19,SDSS J1110+0116,11 10 10,0.0,1.0,0.0
+09 33 47,6.0,SIMP0136+0933,01 36 57,0.0,1.0,0.0
-24 41 40,125,SR 12 AB,16 27 20,1.0,1.0,2.0
,,Sun,,0.0,9.0,1.0
-29 11 54,8500,SWEEPS-11,17 59 03,0.0,1.0,1.0
-29 11 21,6600,SWEEPS-4,17 58 54,0.0,1.0,1.0
+17 23 16.57,121.8,TAP 26,04 18 51.701,0.0,1.0,1.0
+17 27 24.8552,15.62,tau Boo,13 47 15.74340,1.0,1.0,2.0
-15 56 14.9262,3.6502,tau Ceti,01 44 04.08338,0.0,7.0,1.0
+30 14 42.5831,98.4,tau Gem,07 11 08.37042,1.0,1.0,2.0
+24 47 55.5,689.0,TCP J05074264+2447555L,05 07 42.64,0.0,1.0,1.0
-41 26 15,58.36,TOI-1130,19 05 30,0.0,2.0,1.0
+69 16 36,39.63,TOI-1235,10 08 52,0.0,1.0,1.0
-66 40 33,111.40,TOI-125,01 34 23,0.0,3.0,1.0
-43 26 12,164.47,TOI-132,22 33 36,0.0,1.0,1.0
-59 32 28,403.66,TOI-1338,06 08 32,0.0,1.0,1.0
-73 36 22,336.00,TOI-150,07 31 52,0.0,1.0,1.0
-76 40 50,362.10,TOI-157,04 54 48,0.0,1.0,1.0
-71 53 44,416.50,TOI-163,05 19 04,0.0,1.0,1.0
-75 11 56,412.50,TOI-169,01 07 07,0.0,1.0,1.0
+64 47 49,60.80,TOI-1728,08 02 27,0.0,1.0,1.0
-26 41 34,336.47,TOI-172,21 06 32,0.0,1.0,1.0
+40 08 36,128.40,TOI-1899,19 57 42,0.0,1.0,1.0
-63 15 36,178.84,TOI-216,04 55 55,0.0,2.0,1.0
-51 57 22,22.45,TOI-270,04 33 40,0.0,3.0,1.0
-22 21 29.74,142.5,TOI-677,15 32 17.84,0.0,1.0,1.0
-65 34 46,31.07,TOI-700,06 28 23,0.0,3.0,1.0
-60 54 20,265.15,TOI-813,04 50 47,0.0,1.0,1.0
-29 25 18,224.90,TOI-849,01 54 52,0.0,1.0,1.0
-05 02 29.031690445,12.430,TRAPPIST-1,23 06 29.3684052886,0.0,7.0,1.0
+36 37 57,157,TrES-1,19 04 09,0.0,1.0,1.0
+49 18 59,213,TrES-2,19 07 14,1.0,1.0,2.0
+37 32 46,400,TrES-3,17 52 07,0.0,1.0,1.0
+37 12 42,485,TrES-4,17 53 13,1.0,1.0,2.0
+59 26 55,360,TrES-5,20 20 53,0.0,1.0,1.0
+19 33 30.47,759,TYC 1422-614-1,10 17 06.674,0.0,2.0,1.0
+58 25 34.268,481,TYC 3667-1280-1,00 51 32.9649,0.0,1.0,1.0
-64 56 20.69,94.6,TYC 8998-760-1,13 25 12.13,0.0,2.0,1.0
-81 38 27.673,26.7,TYC 9486-927-1,21 25 27.4899,0.0,1.0,1.0
-29 12 40.9,6300,UKIRT-2017-BLG-001L,17 46 36.98,0.0,1.0,1.0
+41 24 38,13.47,Upsilon Andromedae,01 36 48,1.0,4.0,2.0
-25 41 20,141.00,USco1556 A,15 56 25,0.0,1.0,1.0
-25 29 43,138.00,USco1621 A,16 21 30,0.0,1.0,1.0
-18 18 43,145,UScoCTIO 108,16 05 54,0.0,1.0,1.0
-25 44 22,239.6,UZ For (AB),03 35 29,0.0,1.0,1.0
+20 09 26,108.50,V1298 Tau,04 05 20,0.0,4.0,1.0
+26 25 07.77,1400,V391 Peg,22 04 12.109,0.0,1.0,1.0
+24 33 43.38,131,V830 Tau,04 33 10.033,0.0,1.0,1.0
-12 57 23.990,12.7,VHS 1256-1257,12 56 01.922,1.0,1.0,2.0
-64 01 37,,WASP-100,04 35 50,0.0,1.0,1.0
-23 29 10,202.4,WASP-101,06 33 24,0.0,1.0,1.0
+15 51 24,,WASP-102,22 25 51,0.0,1.0,1.0
+07 11 00.07,470,WASP-103,16 37 15.568,0.0,1.0,1.0
+07 26 06,143,WASP-104,10 42 24,0.0,1.0,1.0
-50 20 28,,WASP-105,01 36 40,0.0,1.0,1.0
-05 04 46,283,WASP-106,11 05 43,0.0,1.0,1.0
-10 51 14,64.9,WASP-107,12 33 33,0.0,1.0,1.0
-49 38 22.8,220,WASP-108,13 03 18.73,0.0,1.0,1.0
-16 24 38.8,330,WASP-109,15 28 13.23,0.0,1.0,1.0
+31 27 46,90,WASP-10,23 15 58,0.0,1.0,1.0
-44 03 30.3,320,WASP-110,20 23 29.55,0.0,1.0,1.0
-22 36 45.2,210,WASP-111,21 55 04.23,0.0,1.0,1.0
-35 09 13.9,450,WASP-112,22 37 57.43,0.0,1.0,1.0
+46 57 36,360.0,WASP-113,14 59 29,0.0,1.0,1.0
+10 27 47,460.0,WASP-114,21 50 40,0.0,1.0,1.0
-50 17 04.354,,WASP-117,02 27 06.0972,0.0,1.0,1.0
+02 42 10,250.0,WASP-118,01 18 12,0.0,1.0,1.0
-65 11 37.8,333,WASP-119,03 43 44.02,0.0,1.0,1.0
+30 40 25,125.1,WASP-11,03 09 29,1.0,1.0,2.0
-45 53 53.5,,WASP-120,04 10 27.85,0.0,1.0,1.0
-39 05 50.55,270,WASP-121,07 10 24.058,0.0,1.0,1.0
-42 24 35.1,,WASP-122,07 13 12.34,0.0,1.0,1.0
-32 51 35.8,,WASP-123,19 17 55.04,0.0,1.0,1.0
-30 44 58.8,433,WASP-124,22 10 51.43,0.0,1.0,1.0
-69 13 36,234.00,WASP-126,04 13 30,0.0,2.0,1.0
-03 50 06.3,160.2,WASP-127,10 42 14.08,0.0,1.0,1.0
-42 03 50.1,246,WASP-129,11 45 11.75,0.0,1.0,1.0
+29 40 20,250,WASP-12,06 30 33,2.0,1.0,3.0
-42 31 29,180.0,WASP-130,13 32 25,0.0,1.0,1.0
-30 35 00.9,250.0,WASP-131,14 00 46.44,0.0,1.0,1.0
-46 50 27,120.0,WASP-132,14 30 26,0.0,1.0,1.0
-35 47 47.5,547,WASP-133,20 58 18.08,0.0,1.0,1.0
+29 52 45.0,300,WASP-135,17 49 08.4,0.0,1.0,1.0
-08 55 34.7,164.0,WASP-136,00 01 18.18,0.0,1.0,1.0
-00 27 50.5,308.0,WASP-138,02 46 33.37,0.0,1.0,1.0
-41 41 52,230.0,WASP-139,03 18 15,0.0,1.0,1.0
+33 52 57,155,WASP-13,09 20 25,0.0,1.0,1.0
-20 27 03.9,180.0,WASP-140,04 01 32.55,0.0,1.0,1.0
-17 06 54.6,570.0,WASP-141,04 47 17.86,0.0,1.0,1.0
-23 56 46.2,840.0,WASP-142,09 22 01.53,0.0,1.0,1.0
-40 02 54.04,,WASP-144,21 23 03.09,0.0,1.0,1.0
-58 50 10.1,,WASP-145,21 29 00.90,1.0,1.0,2.0
+44 18 10,248.11,WASP-148,16 56 31,0.0,2.0,1.0
+21 53 41,160,WASP-14,14 33 06,1.0,1.0,2.0
+53 01 16,536.14,WASP-150,17 37 03,0.0,1.0,1.0
-10 58 35.1,1136,WASP-158,00 16 35.12,0.0,1.0,1.0
-38 58 06.0,926,WASP-159,04 32 32.76,0.0,1.0,1.0
-32 09 35,308,WASP-15,13 55 43,0.0,1.0,1.0
-17 39 28.0,313.6,WASP-162,11 13 10.30,0.0,1.0,1.0
-20 58 57,113.00,WASP-166,09 39 30,0.0,1.0,1.0
-35 27 02,381.0,WASP-167,13 04 11,0.0,1.0,1.0
-46 49 17.2,319,WASP-168,06 26 58.71,0.0,1.0,1.0
-12 56 41,638.38,WASP-169,08 29 33,0.0,1.0,1.0
-20 16 32,195.2,WASP-16,14 18 44,0.0,1.0,1.0
-44 05 19,774.33,WASP-171,11 27 23,0.0,1.0,1.0
-47 14 15.3,562,WASP-172,13 17 44.12,0.0,1.0,1.0
-34 36 40.6,230,WASP-173,23 36 40.38,1.0,1.0,2.0
-41 23 05.41,414.7,WASP-174,13 03 10.563,0.0,1.0,1.0
-34 07 20.3,584,WASP-175,11 05 16.6,0.0,1.0,1.0
+09 10 44,577.62,WASP-176,20 54 45,0.0,1.0,1.0
-01 50 03.08,177.7,WASP-177,22 19 11.337,0.0,1.0,1.0
-42 42 18,418.00,WASP-178,15 09 05,0.0,1.0,1.0
-28 03 42,400,WASP-17,15 59 51,0.0,1.0,1.0
-01 58 57.9,255.8,WASP-180,08 13 34.15,1.0,1.0,2.0
+03 07 58.9,443,WASP-181,01 47 10.38,0.0,1.0,1.0
-41 49 15.2,331,WASP-182,20 46 41.58,0.0,1.0,1.0
-00 44 13.81,328.4,WASP-183,10 55 09.354,0.0,1.0,1.0
-30 20 53,640.00,WASP-184,13 58 04,0.0,1.0,1.0
-19 32 32,275.00,WASP-185,14 16 14,0.0,1.0,1.0
-03 01 52.99,100.01,WASP-189,15 02 44.868,0.0,1.0,1.0
-45 40 40,123.92,WASP-18,01 37 25,0.0,2.0,1.0
-40 34 24,550.76,WASP-190,00 30 50,0.0,1.0,1.0
-38 44 40,495.00,WASP-192,14 54 38,0.0,1.0,1.0
-45 39 33,250,WASP-19,09 53 40,0.0,1.0,1.0
+31 59 24,380,WASP-1,00 20 40,1.0,1.0,2.0
-23 56 08.567,210,WASP-20,00 20 38.5361,0.0,1.0,1.0
+18 23 46,230,WASP-21,23 09 58,0.0,1.0,1.0
-23 49 11,300,WASP-22,03 31 16,0.0,1.0,1.0
-42 45 43,,WASP-23,06 44 31,0.0,1.0,1.0
+02 20 36,330,WASP-24,15 08 52,0.0,1.0,1.0
-27 31 20,169,WASP-25,13 01 26,0.0,1.0,1.0
-15 16 02,250,WASP-26,00 18 25,0.0,1.0,1.0
-01 34 57,410,WASP-28,23 34 28,0.0,1.0,1.0
-39 54 24,80,WASP-29,23 51 31,0.0,1.0,1.0
+06 25 46,165.8,WASP-2,20 30 54,1.0,1.0,2.0
-19 03 17,400,WASP-31,11 17 45,0.0,1.0,1.0
+01 12 02,278.2,WASP-32,00 15 51,0.0,1.0,1.0
+37 33 02,122.36,WASP-33,02 26 51,0.0,1.0,1.0
-23 51 38.409,112.7,WASP-34,11 01 35.8969,0.0,2.0,1.0
-06 13 47,216.5,WASP-35,05 04 20,0.0,1.0,1.0
-08 01 37.01,450,WASP-36,08 46 19.298,0.0,1.0,1.0
+01 03 54,338,WASP-37,14 47 47,0.0,1.0,1.0
+10 01 57,110,WASP-38,16 15 50,0.0,1.0,1.0
-03 26 40,230,WASP-39,14 29 18,0.0,1.0,1.0
+35 39 42,220,WASP-3,18 34 32,1.0,1.0,2.0
-30 38 23.55,180,WASP-41,12 42 28.497,0.0,2.0,1.0
-42 04 25,160,WASP-42,12 51 56,0.0,1.0,1.0
-09 48 23,80,WASP-43,10 19 38,0.0,1.0,1.0
-11 56 17,368.31,WASP-44,00 15 37,0.0,1.0,1.0
-35 59 54,212.48,WASP-45,00 20 57,0.0,1.0,1.0
-55 52 18.45,,WASP-46,21 14 56.981,0.0,1.0,1.0
-12 01 07.99,200,WASP-47,22 04 48.731,0.0,4.0,1.0
+55 28 23,460.2,WASP-48,19 24 39,0.0,1.0,1.0
-16 57 55,170,WASP-49,06 04 21,0.0,1.0,1.0
-42 03 41,269.21,WASP-4,23 34 15,0.0,1.0,1.0
-10 53 53,230,WASP-50,02 54 45,0.0,1.0,1.0
+08 45 41,140,WASP-52,23 13 59,0.0,1.0,1.0
,,WASP-53,,0.0,1.0,1.0
-00 07 41,200,WASP-54,13 41 49,0.0,1.0,1.0
-17 30 12.8,330,WASP-55,13 35 01.95,0.0,1.0,1.0
+23 03 20,255,WASP-56,12 13 27,0.0,1.0,1.0
-02 03 27,455,WASP-57,14 55 16,0.0,1.0,1.0
+45 10 19,300,WASP-58,18 18 48,0.0,1.0,1.0
+24 53 21.4,125,WASP-59,23 18 29.54,0.0,1.0,1.0
-41 16 38,297,WASP-5,23 57 24,0.0,1.0,1.0
+31 09 21.44,400,WASP-60,23 46 39.98,0.0,1.0,1.0
-26 03 15.0,480,WASP-61,05 01 11.92,0.0,1.0,1.0
-63 59 18.3,160,WASP-62,05 48 33.59,0.0,1.0,1.0
-38 19 23.8,330,WASP-63,06 17 20.75,0.0,1.0,1.0
-32 51 30,350,WASP-64,06 44 28,0.0,1.0,1.0
+08 31 23,310,WASP-65,08 53 28,0.0,1.0,1.0
-34 59 23.452,500,WASP-66,10 32 53.9926,0.0,1.0,1.0
-19 56 58,225,WASP-67,19 42 59,0.0,1.0,1.0
-19 18 52,227.9,WASP-68,20 20 23,0.0,1.0,1.0
-05 05 40,50,WASP-69,21 00 06,0.0,1.0,1.0
-22 40 26,307,WASP-6,23 12 38,0.0,1.0,1.0
-13 26 00,245,WASP-70,21 01 54,1.0,1.0,2.0
+00 45 32,200,WASP-71,01 57 03,0.0,1.0,1.0
-30 10 08,340,WASP-72,02 44 09,0.0,1.0,1.0
-58 08 56,,WASP-73,21 19 48,0.0,1.0,1.0
-01 04 32.6,120,WASP-74,20 18 09.32,0.0,1.0,1.0
-10 40 32,260,WASP-75,22 49 33,0.0,1.0,1.0
+02 42 02,120,WASP-76,01 46 31.86,0.0,1.0,1.0
-07 03 38,93,WASP-77,02 28 37,1.0,1.0,2.0
-22 06 59,550,WASP-78,04 15 02,0.0,1.0,1.0
-30 36 02,240,WASP-79,04 25 29,0.0,1.0,1.0
-39 13 31,140,WASP-7,20 44 10,0.0,1.0,1.0
-02 08 44,60,WASP-80,20 12 40,0.0,1.0,1.0
+03 17 39,410.0,WASP-81,20 16 50,0.0,2.0,1.0
+01 53 38,200,WASP-82,04 50 39,0.0,1.0,1.0
-19 17 03.4,300,WASP-83,12 40 36.51,0.0,1.0,1.0
+01 51 36,125,WASP-84,08 44 26,0.0,1.0,1.0
+06 33 49.4,128,WASP-85,11 43 38.01,1.0,1.0,2.0
-52 50 26.995,299,WASP-87,12 21 17.9274,0.0,1.0,1.0
-48 27 43,,WASP-88,20 38 03,0.0,1.0,1.0
-18 58 16.1,293.4,WASP-89,20 55 35.99,0.0,1.0,1.0
-35 01 52.920,89.3,WASP-8,23 59 36.0711,1.0,2.0,2.0
+07 03 24,340,WASP-90,21 02 08,0.0,1.0,1.0
-70 50 50,,WASP-91,23 51 23,0.0,1.0,1.0
+51 02 27.9,530.0,WASP-92,16 26 46.10,0.0,1.0,1.0
+51 17 20,250.0,WASP-93,00 37 50,0.0,1.0,1.0
-34 08 08,180,WASP-94,20 55 08,1.0,2.0,2.0
-48 00 11,,WASP-95,22 29 50,0.0,1.0,1.0
-47 21 38,,WASP-96,00 04 11,0.0,1.0,1.0
-55 46 19,,WASP-97,01 38 25,0.0,1.0,1.0
-34 19 41,284.1,WASP-98,03 53 43,0.0,1.0,1.0
-50 00 29,,WASP-99,02 39 35,0.0,1.0,1.0
-66 18 16.74,19.2,WD 0806-661,08 06 53.736,0.0,1.0,1.0
+17 34 12,307.98,Wendelstein-1,19 56 12,0.0,1.0,1.0
+16 54 45,574.40,Wendelstein-2,19 51 10,0.0,1.0,1.0
-07 45 17,2.31,WISE 0855-0714,08 55 11,0.0,1.0,0.0
-12 39 45.3232,4.2922,Wolf 1061,16 30 18.05803,0.0,3.0,1.0
+36 17 46.76,2481.4,WTS-1,19 35 56.41,0.0,1.0,1.0
+36 48 56,1030.7,WTS-2,19 34 56,0.0,1.0,1.0
+08 27 41.2299,62.7,xi Aql,19 54 14.88184,0.0,1.0,1.0
+28 10 11,200,XO-1,16 02 12,0.0,1.0,1.0
+50 13 03.25,148.0,XO-2,07 48 07.479,1.0,4.0,2.0
+57 49 01,260,XO-3,04 21 53,0.0,1.0,1.0
+58 16 05.005,293,XO-4,07 21 33.1657,0.0,1.0,1.0
+39 05 41,255,XO-5,07 46 52,0.0,1.0,1.0
+73 49 40,86.0,XO-6,06 19 10,0.0,1.0,1.0
+85 13 60,234.10,XO-7,18 29 55,0.0,1.0,1.0
+11 48 52.76,843,YBP1194,08 51 00.807,0.0,1.0,1.0
+11 53 11.51,843,YBP1514,08 51 00.766,0.0,1.0,1.0
+11 40 15.67,843,YBP401,08 51 19.046,0.0,1.0,1.0
