temperature,magV,mass,spectraltype,magJ,radius,magB,magH,magK,metallicity,name,planets
5107.0,,0.85,,,0.80,,,,0.07,Kepler-735,1.0
5217.0,,0.86,,,0.81,,,,0.03,Kepler-736,1.0
3813.0,,0.51,,,0.48,,,,-0.24,Kepler-737,1.0
5327.0,,0.86,,,0.82,,,,-0.09,Kepler-738,1.0
5601.0,,0.93,,,0.90,,,,-0.08,Kepler-739,1.0
5438.0,,0.91,,,0.87,,,,0.03,Kepler-740,1.0
6129.0,,1.16,,,1.24,,,,0.07,Kepler-741,1.0
4642.0,,0.76,,,0.71,,,,0.07,Kepler-742,1.0
5486.0,,0.94,,,0.85,,,,0.01,Kepler-743,1.0
5594.0,,0.94,,,0.93,,,,0.00,Kepler-744,1.0
5849.0,,1.04,,,1.04,,,,0.06,Kepler-745,1.0
5418.0,,0.91,,,0.93,,,,0.09,Kepler-746,1.0
5096.0,,0.82,,,0.78,,,,-0.03,Kepler-747,1.0
5934.0,,1.07,,,1.10,,,,0.08,Kepler-748,1.0
5009.0,,0.79,,,0.75,,,,-0.11,Kepler-749,1.0
6000,14.23,1.18,F8V,13.306,1.12,14.5,13.008,12.96,0.42,Kepler-74,1.0
6160.0,,1.15,,,1.23,,,,0.03,Kepler-750,2.0
5387.0,,0.87,,,0.84,,,,-0.06,Kepler-751,1.0
5373.0,,0.87,,,0.83,,,,-0.08,Kepler-752,1.0
4346.0,,0.68,,,0.65,,,,-0.03,Kepler-753,1.0
5935.0,,1.06,,,1.08,,,,0.05,Kepler-754,1.0
5043.0,,0.82,,,0.77,,,,-0.01,Kepler-755,2.0
5282.0,,0.82,,,0.79,,,,-0.19,Kepler-756,1.0
6014.0,,1.08,,,1.13,,,,0.02,Kepler-757,1.0
6228.0,,1.16,,,1.42,,,,-0.10,Kepler-758,4.0
5860.0,,1.04,,,1.04,,,,0.06,Kepler-759,1.0
5200,,0.91,K0V,13.665,0.89,16.2,13.262,13.118,0.30,Kepler-75,1.0
5322.0,,0.89,,,0.85,,,,0.08,Kepler-760,2.0
5706.0,,0.95,,,0.93,,,,-0.09,Kepler-761,1.0
5944.0,,1.06,,,1.08,,,,0.02,Kepler-762,1.0
5166.0,,0.84,,,0.80,,,,0.01,Kepler-763,1.0
5557.0,,0.92,,,0.89,,,,-0.06,Kepler-764,1.0
5901.0,,1.05,,,1.06,,,,0.04,Kepler-765,1.0
5992.0,,1.10,,,1.15,,,,0.09,Kepler-766,1.0
5694.0,,0.96,,,0.94,,,,-0.05,Kepler-767,1.0
5108.0,,0.82,,,0.78,,,,-0.03,Kepler-768,1.0
6186.0,,1.19,,,1.28,,,,0.06,Kepler-769,2.0
6409,,1.20,G2V,12.343,1.32,,12.134,12.092,-0.10,Kepler-76,1.0
5598.0,,0.94,,,0.92,,,,-0.01,Kepler-770,3.0
5906.0,,1.03,,,1.05,,,,0.01,Kepler-771,1.0
5714.0,,0.98,,,1.11,,,,0.03,Kepler-772,1.0
5850.0,,1.04,,,1.01,,,,0.05,Kepler-773,1.0
6403.0,,1.57,,,2.42,,,,0.04,Kepler-774,1.0
5468.0,,0.92,,,0.84,,,,-0.04,Kepler-775,1.0
5071.0,,0.83,,,0.78,,,,0.05,Kepler-776,1.0
4043.0,,0.58,,,0.56,,,,-0.17,Kepler-777,1.0
5102.0,,0.81,,,0.77,,,,-0.09,Kepler-778,1.0
3804.0,,0.46,,,0.44,,,,-0.43,Kepler-779,1.0
5520,14.10,0.95,G5V,12.758,0.99,15.03,12.444,12.361,0.20,Kepler-77,1.0
5769.0,,1.01,,,1.02,,,,0.05,Kepler-780,1.0
5162.0,,0.81,,,0.78,,,,-0.10,Kepler-781,1.0
5867.0,,0.98,,,1.01,,,,-0.14,Kepler-782,1.0
5521.0,,0.93,,,0.89,,,,0.01,Kepler-783,1.0
5674.0,,1.00,,,1.32,,,,0.07,Kepler-784,1.0
4739.0,,0.77,,,0.71,,,,-0.02,Kepler-785,1.0
4838.0,,0.81,,,0.74,,,,0.09,Kepler-786,1.0
4248.0,,0.65,,,0.62,,,,-0.09,Kepler-787,1.0
6159.0,,1.16,,,1.23,,,,0.05,Kepler-788,1.0
5870.0,,1.01,,,1.02,,,,-0.06,Kepler-789,1.0
5208.0,,0.84,,,0.80,,,,-0.05,Kepler-790,1.0
6383.0,,1.30,,,1.47,,,,0.06,Kepler-791,1.0
5971.0,,1.09,,,1.12,,,,0.08,Kepler-792,1.0
5745.0,,0.98,,,0.97,,,,0.00,Kepler-793,1.0
5839.0,,1.19,,,1.38,,,,0.34,Kepler-794,1.0
5631.0,,0.94,,,0.96,,,,-0.02,Kepler-795,1.0
5475.0,,0.93,,,1.09,,,,0.09,Kepler-796,1.0
5680.0,,0.96,,,0.95,,,,-0.02,Kepler-797,1.0
6224.0,,1.19,,,1.29,,,,0.03,Kepler-798,1.0
5681.0,,0.95,,,0.93,,,,-0.07,Kepler-799,1.0
6189,13.99,1.1800,,12.913,1.403,14.68,12.653,12.61,,Kepler-79,4.0
6027,,1.32,G0,11.833,1.96,13.4,11.601,11.535,0.10,Kepler-7,1.0
5315.0,,0.85,,,0.82,,,,-0.09,Kepler-800,1.0
4435.0,,0.67,,,0.63,,,,-0.17,Kepler-801,1.0
5507.0,,0.93,,,0.90,,,,0.06,Kepler-802,1.0
5919.0,,1.05,,,1.12,,,,0.02,Kepler-803,1.0
5817.0,,1.01,,,1.05,,,,0.00,Kepler-804,2.0
6112.0,,1.19,,,1.65,,,,-0.06,Kepler-805,1.0
5770.0,,0.99,,,1.16,,,,0.00,Kepler-806,1.0
5965.0,,1.04,,,1.06,,,,-0.04,Kepler-807,1.0
4653.0,,0.76,,,0.71,,,,0.05,Kepler-808,1.0
5734.0,,0.99,,,0.98,,,,0.04,Kepler-809,1.0
4540,,0.730,K5,12.954,0.678,,12.354,12.253,0.04,Kepler-80,6.0
5803.0,,1.03,,,1.04,,,,0.10,Kepler-810,1.0
5747.0,,1.01,,,1.24,,,,0.05,Kepler-811,1.0
6761.0,,1.45,,,1.71,,,,0.02,Kepler-812,1.0
5743.0,,0.95,,,0.93,,,,-0.13,Kepler-813,1.0
6162.0,,1.15,,,1.22,,,,0.01,Kepler-814,1.0
5028.0,,1.25,,,3.42,,,,-0.03,Kepler-815,1.0
5286.0,,0.90,,,0.85,,,,0.16,Kepler-816,1.0
5861.0,,1.03,,,1.03,,,,0.02,Kepler-817,1.0
5638.0,,0.94,,,0.92,,,,-0.08,Kepler-818,1.0
5279.0,,0.86,,,0.81,,,,-0.06,Kepler-819,1.0
4500,,0.6480,,13.168,0.595,,12.577,12.392,,Kepler-81,3.0
6260.0,,1.23,,,1.36,,,,0.09,Kepler-820,1.0
5191.0,,0.84,,,0.80,,,,-0.03,Kepler-821,1.0
5928.0,,1.06,,,1.08,,,,0.04,Kepler-822,1.0
5643.0,,0.98,,,0.96,,,,0.06,Kepler-823,1.0
6035.0,,1.15,,,1.22,,,,0.14,Kepler-824,1.0
5976.0,,1.03,,,1.08,,,,-0.08,Kepler-825,2.0
6079.0,,1.05,,,1.15,,,,-0.12,Kepler-826,1.0
5602.0,,0.93,,,0.91,,,,-0.06,Kepler-827,1.0
5039.0,,0.81,,,0.77,,,,-0.02,Kepler-828,1.0
5698.0,,0.98,,,0.97,,,,0.03,Kepler-829,1.0
,,0.91,,13.879,0.90,,13.527,13.518,,Kepler-82,5.0
6037.0,,1.07,,,1.11,,,,-0.02,Kepler-830,1.0
5732.0,,0.99,,,0.97,,,,0.02,Kepler-831,1.0
5596.0,,0.92,,,0.90,,,,-0.08,Kepler-832,1.0
4339.0,,0.64,,,0.62,,,,-0.18,Kepler-833,1.0
4554.0,,0.70,,,0.66,,,,-0.13,Kepler-834,1.0
5954.0,,1.08,,,1.11,,,,0.08,Kepler-835,1.0
5895.0,,1.03,,,1.04,,,,-0.01,Kepler-836,1.0
5403.0,,0.85,,,0.81,,,,-0.18,Kepler-837,1.0
5770.0,,0.98,,,0.96,,,,-0.06,Kepler-838,1.0
6058.0,,1.22,,,1.31,,,,0.29,Kepler-839,1.0
4648,,0.6640,,13.737,0.594,,13.079,12.947,,Kepler-83,3.0
5920.0,,1.04,,,1.06,,,,0.00,Kepler-840,1.0
5324.0,,0.85,,,0.81,,,,-0.09,Kepler-841,1.0
4848.0,,0.78,,,0.73,,,,-0.02,Kepler-842,1.0
5830.0,,1.02,,,1.03,,,,0.05,Kepler-843,1.0
4128.0,,0.59,,,0.57,,,,-0.24,Kepler-844,1.0
4913.0,,0.79,,,0.75,,,,0.01,Kepler-845,1.0
5579.0,,0.94,,,0.91,,,,0.00,Kepler-846,1.0
4940.0,,0.83,,,0.77,,,,0.15,Kepler-847,1.0
5695.0,,1.01,,,1.20,,,,0.15,Kepler-848,1.0
6059.0,,1.23,,,1.64,,,,0.12,Kepler-849,1.0
6031,,1.0200,,13.583,1.169,,13.234,13.193,,Kepler-84,5.0
5932.0,,1.06,,,1.09,,,,0.03,Kepler-850,1.0
5455.0,,0.89,,,0.85,,,,-0.07,Kepler-851,1.0
6100.0,,1.19,,,1.16,,,,0.22,Kepler-852,1.0
6350.0,,1.30,,,1.55,,,,0.07,Kepler-853,1.0
6179.0,,1.17,,,1.27,,,,0.04,Kepler-854,1.0
5835.0,,1.03,,,1.03,,,,0.06,Kepler-855,1.0
5535.0,,0.96,,,0.93,,,,0.12,Kepler-856,1.0
5773.0,,0.99,,,0.99,,,,0.02,Kepler-857,1.0
5653.0,,0.96,,,0.91,,,,-0.04,Kepler-858,1.0
5020.0,,0.81,,,0.77,,,,-0.02,Kepler-859,1.0
5436,,0.9410,,13.552,0.893,,13.192,13.083,,Kepler-85,4.0
5836.0,,1.04,,,1.06,,,,0.09,Kepler-860,1.0
5047.0,,0.82,,,0.78,,,,0.01,Kepler-861,1.0
5333.0,,0.88,,,0.84,,,,0.04,Kepler-862,1.0
5678.0,,0.96,,,0.95,,,,-0.03,Kepler-863,1.0
5754.0,,1.00,,,1.00,,,,0.04,Kepler-864,1.0
5570.0,,0.93,,,0.92,,,,-0.01,Kepler-865,1.0
4751.0,,0.75,,,0.71,,,,-0.07,Kepler-866,1.0
5541.0,,0.92,,,0.91,,,,-0.02,Kepler-867,1.0
5614.0,,0.93,,,0.89,,,,-0.08,Kepler-868,1.0
5664.0,,0.97,,,0.95,,,,0.02,Kepler-869,1.0
5857.0,,1.01,,,1.02,,,,-0.01,Kepler-870,1.0
5993.0,,1.11,,,1.14,,,,0.09,Kepler-871,1.0
5902.0,,1.05,,,1.08,,,,0.04,Kepler-872,1.0
6163.0,,1.18,,,1.27,,,,0.07,Kepler-873,1.0
6020.0,,1.09,,,1.13,,,,0.03,Kepler-874,1.0
5958.0,,1.06,,,1.11,,,,0.03,Kepler-875,1.0
5060.0,,0.81,,,0.77,,,,-0.03,Kepler-876,1.0
5261.0,,0.85,,,0.81,,,,-0.06,Kepler-877,1.0
5044.0,,0.81,,,0.77,,,,-0.03,Kepler-878,1.0
5792.0,,1.02,,,1.02,,,,0.05,Kepler-879,1.0
5600,,1.10,,13.389,1.82,,13.033,12.981,-0.17,Kepler-87,2.0
6761.0,,1.46,,,1.74,,,,0.03,Kepler-880,1.0
5961.0,,1.06,,,1.09,,,,0.00,Kepler-881,1.0
5476.0,,0.90,,,0.87,,,,-0.03,Kepler-882,1.0
6116.0,,1.06,,,1.09,,,,-0.13,Kepler-883,1.0
5715.0,,1.00,,,0.94,,,,0.05,Kepler-884,1.0
6187.0,,1.21,,,1.35,,,,0.11,Kepler-885,1.0
6098.0,,1.10,,,1.16,,,,-0.01,Kepler-886,1.0
6194.0,,1.19,,,1.29,,,,0.08,Kepler-887,2.0
5875.0,,0.97,,,0.90,,,,-0.21,Kepler-888,1.0
5961.0,,1.14,,,1.25,,,,0.19,Kepler-889,1.0
5954.0,,1.09,,,1.13,,,,0.09,Kepler-890,1.0
5887.0,,1.06,,,1.07,,,,0.09,Kepler-891,1.0
4747.0,,0.75,,,0.72,,,,-0.04,Kepler-892,1.0
5820.0,,1.00,,,0.99,,,,-0.03,Kepler-893,1.0
5603.0,,0.87,,,0.85,,,,-0.25,Kepler-894,1.0
4315.0,,0.65,,,0.61,,,,-0.16,Kepler-895,1.0
5262.0,,0.84,,,0.81,,,,-0.10,Kepler-896,1.0
5839.0,,1.03,,,1.04,,,,0.04,Kepler-897,1.0
4223.0,,0.65,,,0.62,,,,-0.06,Kepler-898,1.0
5595.0,,0.93,,,0.91,,,,-0.06,Kepler-899,1.0
6182,,1.28,F,11.218,1.52,,10.957,10.926,0.02,Kepler-89,4.0
6251,13.9,1.13,F,12.576,1.45,14.3,12.324,12.293,0.05,Kepler-8,1.0
4836.0,,0.78,,,0.73,,,,-0.01,Kepler-900,1.0
4184.0,,0.59,,,0.57,,,,-0.30,Kepler-901,1.0
5647.0,,0.95,,,0.93,,,,0.00,Kepler-902,1.0
5682.0,,0.98,,,0.97,,,,0.05,Kepler-903,2.0
6160.0,,1.16,,,1.25,,,,0.05,Kepler-904,1.0
5461.0,,0.95,,,0.86,,,,0.09,Kepler-905,1.0
6035.0,,1.06,,,1.02,,,,-0.09,Kepler-906,1.0
6106.0,,1.08,,,1.38,,,,-0.15,Kepler-907,1.0
5973.0,,1.11,,,1.12,,,,0.15,Kepler-908,1.0
6154.0,,1.17,,,1.23,,,,0.08,Kepler-909,1.0
6080,,1.20,,12.790,1.2,,12.53,12.482,-0.12,Kepler-90,8.0
6230.0,,1.26,,,1.50,,,,0.12,Kepler-910,1.0
6112.0,,1.34,,,1.99,,,,0.03,Kepler-911,1.0
5998.0,,1.07,,,1.11,,,,0.02,Kepler-912,1.0
4687.0,,0.63,,,0.61,,,,-0.52,Kepler-913,1.0
5877.0,,1.10,,,1.15,,,,0.22,Kepler-914,1.0
6173.0,,1.21,,,1.38,,,,0.08,Kepler-915,1.0
5248.0,,0.85,,,0.81,,,,-0.05,Kepler-916,1.0
5418.0,,0.80,,,0.76,,,,-0.38,Kepler-917,1.0
6028.0,,1.11,,,1.14,,,,0.06,Kepler-918,1.0
6113.0,,1.15,,,1.21,,,,0.07,Kepler-919,1.0
4550,,1.31,,10.790,6.30,,10.23,10.136,0.11,Kepler-91,2.0
5403.0,,0.89,,,0.85,,,,0.00,Kepler-920,2.0
5663.0,,0.93,,,0.91,,,,-0.12,Kepler-921,1.0
5671.0,,0.95,,,0.93,,,,-0.05,Kepler-922,1.0
5988.0,,1.11,,,1.26,,,,0.07,Kepler-923,1.0
6167.0,,1.14,,,1.23,,,,0.01,Kepler-924,1.0
4673.0,,0.77,,,0.72,,,,0.12,Kepler-925,1.0
5806.0,,1.01,,,1.01,,,,0.03,Kepler-926,1.0
5743.0,,0.99,,,0.99,,,,0.03,Kepler-927,1.0
4700.0,,0.73,,,0.70,,,,-0.11,Kepler-928,1.0
5869.0,,1.01,,,1.02,,,,-0.04,Kepler-929,1.0
6335.0,,1.25,,,1.40,,,,0.04,Kepler-930,1.0
5241.0,,0.86,,,0.81,,,,-0.01,Kepler-931,1.0
5331.0,,0.87,,,0.84,,,,-0.01,Kepler-932,1.0
5346.0,,0.87,,,0.84,,,,-0.02,Kepler-933,1.0
5001.0,,0.81,,,0.77,,,,0.01,Kepler-934,1.0
4830.0,,0.78,,,0.73,,,,-0.01,Kepler-935,1.0
5482.0,,0.92,,,0.89,,,,0.05,Kepler-936,1.0
6095.0,,1.15,,,1.22,,,,0.08,Kepler-937,2.0
5533.0,,0.92,,,0.89,,,,-0.03,Kepler-938,1.0
5471.0,,0.88,,,0.85,,,,-0.12,Kepler-939,1.0
5669,10.00,0.911,,8.771,0.919,10.73,8.446,8.370,-0.18,Kepler-93,2.0
5769.0,,0.97,,,0.96,,,,-0.08,Kepler-940,1.0
5539.0,,0.89,,,0.86,,,,-0.15,Kepler-941,1.0
4861.0,,0.81,,,0.75,,,,0.09,Kepler-942,1.0
5409.0,,0.86,,,0.83,,,,-0.11,Kepler-944,1.0
5718.0,,0.97,,,0.97,,,,-0.01,Kepler-945,1.0
5665.0,,0.94,,,0.93,,,,-0.09,Kepler-946,1.0
5508.0,,0.90,,,0.87,,,,-0.07,Kepler-947,1.0
5679.0,,0.96,,,0.94,,,,-0.02,Kepler-948,1.0
5403.0,,0.89,,,0.86,,,,0.01,Kepler-949,1.0
4781,,0.81,,11.181,0.76,,10.681,10.594,0.34,Kepler-94,2.0
5857.0,,1.02,,,1.02,,,,0.02,Kepler-950,1.0
4834.0,,0.77,,,0.73,,,,-0.01,Kepler-951,1.0
5730.0,,1.00,,,0.99,,,,0.06,Kepler-952,1.0
5416.000,,0.950,,10.770,0.9900,,10.395,10.295,0.260,Kepler-953,2.0
4990.0,,0.82,,,0.76,,,,0.02,Kepler-954,1.0
5350.0,,0.89,,,0.84,,,,0.02,Kepler-955,1.0
6040.0,,1.10,,,1.15,,,,0.02,Kepler-956,1.0
4963.0,,0.81,,,0.75,,,,-0.01,Kepler-957,1.0
5421.0,,0.91,,,0.86,,,,0.01,Kepler-958,1.0
7005.0,,1.60,,,2.01,,,,0.02,Kepler-959,1.0
5699,,1.08,,11.210,1.41,,10.867,10.801,0.30,Kepler-95,1.0
4755.0,,0.77,,,0.72,,,,0.02,Kepler-960,1.0
5582.0,,0.96,,,0.90,,,,0.05,Kepler-961,1.0
5478.0,,0.93,,,0.86,,,,0.01,Kepler-962,1.0
5461.0,,0.91,,,0.87,,,,-0.02,Kepler-963,1.0
5427.0,,0.93,,,0.84,,,,0.03,Kepler-964,1.0
5886.0,,1.05,,,1.15,,,,0.03,Kepler-965,1.0
5840.0,,1.02,,,1.02,,,,0.04,Kepler-966,1.0
5178.0,,0.84,,,0.80,,,,-0.03,Kepler-967,2.0
4598.0,,0.76,,,0.70,,,,0.13,Kepler-968,2.0
5214.0,,0.92,,,0.82,,,,0.22,Kepler-969,2.0
5690,10.57,1.00,,9.260,1.02,11.25,8.928,8.868,0.04,Kepler-96,1.0
4511.0,,0.70,,,0.67,,,,-0.08,Kepler-970,1.0
5431.0,,0.88,,,0.85,,,,-0.06,Kepler-971,1.0
6146.0,,1.15,,,1.22,,,,0.04,Kepler-972,1.0
5213.0,,0.86,,,0.78,,,,-0.06,Kepler-973,1.0
4897.0,,0.80,,,0.75,,,,0.07,Kepler-975,1.0
5232.0,,0.87,,,0.83,,,,0.07,Kepler-976,1.0
5315.0,,0.87,,,0.83,,,,-0.01,Kepler-977,1.0
6002.0,,1.07,,,1.09,,,,-0.01,Kepler-978,1.0
5310.0,,0.87,,,0.83,,,,-0.02,Kepler-979,1.0
5779,,0.94,,11.744,0.98,,11.408,11.345,-0.20,Kepler-97,2.0
5935.0,,1.05,,,1.06,,,,0.01,Kepler-980,1.0
5718.0,,0.98,,,0.96,,,,0.01,Kepler-981,1.0
6139.0,,1.16,,,1.29,,,,0.05,Kepler-982,1.0
6052.0,,1.13,,,1.08,,,,0.12,Kepler-983,1.0
5610.0,,0.96,,,0.93,,,,0.04,Kepler-984,1.0
5434.0,,0.91,,,0.85,,,,0.00,Kepler-985,1.0
5642.0,,0.96,,,0.98,,,,0.04,Kepler-986,1.0
5637.0,,0.97,,,0.91,,,,0.01,Kepler-987,1.0
4005.0,,0.55,,,0.53,,,,-0.32,Kepler-988,1.0
5074.0,,0.82,,,0.78,,,,0.01,Kepler-989,1.0
5539,,0.99,,11.672,1.11,,11.316,11.253,0.18,Kepler-98,1.0
5948.0,,1.05,,,1.08,,,,0.01,Kepler-990,2.0
4392.0,,0.64,,,0.61,,,,-0.25,Kepler-991,1.0
4944.0,,0.80,,,0.74,,,,-0.04,Kepler-992,1.0
3843.0,,0.57,,,0.54,,,,0.03,Kepler-993,1.0
3934.0,,0.56,,,0.54,,,,-0.13,Kepler-994,1.0
5206.0,,0.83,,,0.80,,,,-0.07,Kepler-995,1.0
6014.0,,1.09,,,1.14,,,,0.03,Kepler-996,1.0
6150.0,,1.22,,,1.56,,,,0.05,Kepler-997,1.0
6058.0,,1.12,,,1.18,,,,0.07,Kepler-998,1.0
6237.0,,1.29,,,1.65,,,,0.05,Kepler-999,1.0
4782,,0.79,,11.368,0.73,,10.852,10.757,0.18,Kepler-99,1.0
5777,13.9,1.07,G2,12.710,1.02,,12.391,12.337,0.12,Kepler-9,3.0
27500,,0.47,sdB,16.363,0.24,,,,,KIC 10001893,3.0
6616.0,,1.07,,,1.11,,,,0.07,KIC 10024862,1.0
6091,,1.01,,14.143,1.01,,13.869,13.754,-0.04,KIC 10525077,2.0
,13,0.578,,10.65,0.548,,,,-0.23,KIC 10905746,1.0
4550,,0.666,,14.021,0.660,,13.433,13.319,-0.180,KIC 12557548,1.0
6175,,0.98,,13.093,1.005,,12.819,12.767,-0.42,KIC 3558849,2.0
,,,F7V/M,,,,,,,KIC 5095269(AB),1.0
6340,,1.07,,12.667,1.24,,12.430,12.367,-0.38,KIC 5437945,2.0
6258,,0.98,,11.640,1.52,,11.382,11.324,-0.50,KIC 5951458,1.0
5612.0,15.64,0.93,,14.467,0.91,17.0,14.10,13.97,-0.07,KIC 6185331,1.0
5800,12.9,1.043,G2V,,0.940,,,,0.00,KIC 7177553 Aa,0.0
5740,13.2,0.986,G2V,,0.941,,,,-0.10,KIC 7177553 Ab,0.0
5600,13.1,1.040,G2V,,,,,,-0.12,KIC 7177553 Ba,0.0
5600,13.2,1.000,G2V,,,,,,-0.12,KIC 7177553 Bb,0.0
7067.0,,1.63,A,,,,,,-0.02,KIC 7917485,1.0
6221.0,,0.92,,,1.22,,,,0.2,KIC 8012732,1.0
5121,11.72,0.83,G,10.184,0.74,12.87,9.675,9.586,-0.08,KIC 8435766,1.0
6474,,1.035,,13.260,1.26,,13.014,12.966,-0.16,KIC 8540376,2.0
5359.0,,0.95,,,1.45,,,,0.02,KIC 9413313,1.0
5527,,0.934,,,0.833,,,,0.0,KIC 9632895 A,0.0
3309,,0.1938,,,0.2143,,,,,KIC 9632895 B,0.0
6065,,0.975,,12.823,1.03,,12.546,12.502,-0.28,KIC 9663113,2.0
,,0.48,,,,,,,,KMT-2016-BLG-0212L,1.0
,,0.45,,,,,,,,KMT-2016-BLG-1397L,1.0
,,0.04,,,,,,,,KMT-2016-BLG-1820L,1.0
,,0.49,,,,,,,,KMT-2016-BLG-1836L,1.0
,,0.76,,,,,,,,KMT-2017-BLG-0165L,1.0
,,1.14,,,,,,,,KMT-2018-BLG-0029L,1.0
,,1.09,,,,,,,,KMT-2018-BLG-1292L,1.0
,,0.09,M,,,,,,,KMT-2018-BLG-1990L,1.0
4523,,0.674,,14.091,0.643,,13.434,13.378,,KOI-1194,3.0
5520,,0.99,G5V,,1.13,,,,0.27,KOI-1257 A,1.0
4270,,0.7,K6V/K7V,,0.68,,,,,KOI-1257 B,0.0
4850,,1.353,K,,4.160,,,12.183,-0.07,KOI-1299 A,2.0
3660,,0.52,,,,,,,,KOI-1299 B,0.0
,,1.50,,10.461,1.40,,10.287,10.234,,KOI-12,2.0
6050,,1.27,F8V,12.858,1.38,13.8,12.605,12.55,0.40,KOI-135,1.0
5513,,1.022,B,11.882,0.961,,11.517,11.454,0.37,KOI-142,3.0
6370,,1.39,,12.088,1.75,,11.899,11.859,0.14,KOI-1474,2.0
,,1.02,,13.631,0.97,,13.266,13.238,,KOI-1599,2.0
6104,8.83,1.08,,7.784,1.23,9.34,7.539,7.486,-0.20,KOI-1612,1.0
5922.00,,1.08,,12.917,1.14,,12.654,12.621,0.110,KOI-1783,2.0
5560,,0.85,G4V,13.142,0.95,,12.847,12.78,-0.10,KOI-183,1.0
3687.0,,0.52,,12.0,0.50,,11.279,11.056,0.07,KOI-1843,3.0
,,0.999,,12.874,1.075,,12.576,12.510,,KOI-1860,4.0
6134.00,,0.98,,14.46,0.9700,,14.19,14.19,,KOI-1873,2.0
5170,14.97,0.93,K1V,13.376,0.86,16.047,12.931,12.806,0.24,KOI-188,1.0
4972.0,,1.11,,11.700,3.39,,11.155,11.060,-0.04,KOI-1894,1.0
5800,14.42,0.96,G2V,13.161,1.35,15.13,12.814,12.777,-0.19,KOI-192,1.0
5725,15.073,0.91,G1V,13.624,0.92,15.736,13.23,13.21,-0.21,KOI-195,1.0
5649,,1.07,,12.746,1.05,,12.426,12.354,0.48,KOI-201,1.0
6360,14.35,1.46,,13.201,2.26,15.08,12.948,12.826,-0.01,KOI-206,1.0
5376,,0.897,,14.426,0.806,,13.958,13.922,,KOI-2113,2.0
5565,12.26,0.95,,10.672,1.04,12.44,10.356,10.285,,KOI-2672,2.0
4433,,0.632,,13.578,0.574,,12.993,12.840,-0.2,KOI-2700,1.0
5883,11.67,1.209,,10.747,1.719,12.50,10.470,10.403,,KOI-285,3.0
6210,,1.2207,F,,1.7903,,,,-0.14,KOI-2939 A,0.0
5770,,0.9678,G,,0.9663,,,,,KOI-2939 B,0.0
,,,,14.59,,,13.97,13.86,,KOI-2939 C,0.0
3841,,0.521,M1V,10.293,0.442,,9.680,9.506,-0.280,KOI-314,3.0
5523,,0.892,,12.087,0.946,,11.750,11.698,,KOI-341,2.0
5926,,1.00,,13.384,0.91,,13.041,13.101,-0.12,KOI-3680,1.0
6382,,1.09,,10.953,2.27,,10.728,10.688,-0.84,KOI-3681,2.0
9257.00,11.02,2.3,,11.109,2.5,11.30,11.089,11.081,0.4,KOI-368,1.0
6022.00,,1.419,,10.913,1.98,,10.693,10.628,,KOI-370,2.0
5820,,1.014,G2V,11.294,1.122,,10.964,10.915,-0.01,KOI-372,2.0
6350,14.3,1.26,F7V,13.236,1.25,14.9,12.999,12.918,0.10,KOI-423,1.0
,14.76,1.48,F5IV,13.536,2.13,15.11,13.294,13.27,0.1,KOI-428,1.0
3813,,0.526,,13.339,0.505,,12.684,12.499,-0.07,KOI-4427,1.0
5732.00,,0.92,,13.858,1.32,,13.570,13.421,-0.110,KOI-523,2.0
27730.0,14.87,0.496,sdB,15.36,0.203,14.71,15.59,15.494,,KOI-55,2.0
6161,13.91,1.538,,12.593,3.21,14.00,12.345,12.291,-0.18,KOI-680,1.0
5498.0,,0.99,G,14.00,0.95,16.50,13.62,13.58,0.18,KOI-806,3.0
5150,15.405,0.87,K1V,13.767,0.80,16.584,13.295,13.23,0.09,KOI-830,1.0
7070.0,11.731,1.59,,10.983,2.04,11.95,10.876,10.851,-0.06,KOI-89,2.0
3800.00,11.014,0.62,M1V,7.941,0.60,,7.320,7.082,0.040,L 168-9,1.0
3412.00,11.685,0.31,M3V,7.933,0.31,,7.359,7.101,-0.500,L 98-59,3.0
3828.0,7.520,0.46,M1.5V,,0.393,8.960,,,,Lalande 21185,1.0
3131,14.150,0.146,M4.5,9.612,0.186,15.881,9.092,8.821,-0.24,LHS 1140,1.0
3643.00,12.150,0.50,M1,8.801,0.50,,8.209,7.993,-0.120,LHS 1815,1.0
4350,12.03,0.97,K5:Ve,9.424,,13.01,8.600,8.163,,LkCa 15,3.0
2960.00,16.900,0.14,M(6.1+/-0.7)V,11.559,0.17,,10.993,10.644,-0.090,LP 791-18,2.0
3337.00,11.220,0.26,M3,7.294,0.28,,6.774,6.496,-0.340,LTT 1445 A,1.0
3331.00,13.070,0.40,M4V,9.007,0.37,,8.439,8.204,0.280,LTT 3780,2.0
5000,17.40,0.87,K1V,15.80,0.82,18.68,15.39,15.48,0.02,Lupus-TR 3,1.0
7800.00,8.190,1.75,A7V,7.837,1.92,,7.785,7.750,0.000,MASCARA-4,1.0
,,0.084,M,20.73,,,19.94,19.16,,MOA-2007-BLG-192L,1.0
,,0.30,,,,,,,,MOA-2007-BLG-400L,1.0
,,0.21,,,,,,,,MOA-2008-BLG-310L,1.0
,,0.56,,,,,,,,MOA-2008-BLG-379L,1.0
,,0.56,,,,,,,,MOA-2009-BLG-266L,1.0
,,0.38,K/M,,,,,,,MOA-2009-BLG-319L,1.0
